     T(MeV)         phi_e         thetah           tnuh           nbh              N              P             H2            He4
 .2862578D+01  0.7501634D-09  0.2142757D-19  0.1000000D+01  0.7203264D-07  0.3903162D+00  0.6096656D+00  0.1193394D-11  0.1000000D-29
 .2845676D+01  0.7509231D-09  0.2117511D-19  0.1000000D+01  0.7076223D-07  0.3897266D+00  0.6102551D+00  0.1187624D-11  0.1000000D-29
 .2823072D+01  0.7519520D-09  0.2083982D-19  0.1000000D+01  0.6908668D-07  0.3889287D+00  0.6110531D+00  0.1179948D-11  0.1000000D-29
 .2806373D+01  0.7527221D-09  0.2059384D-19  0.1000000D+01  0.6786601D-07  0.3883317D+00  0.6116500D+00  0.1174292D-11  0.1000000D-29
 .2783788D+01  0.7537765D-09  0.2026348D-19  0.1000000D+01  0.6623804D-07  0.3875150D+00  0.6124667D+00  0.1166689D-11  0.1000000D-29
 .2761378D+01  0.7548385D-09  0.1993831D-19  0.1000000D+01  0.6464860D-07  0.3866929D+00  0.6132888D+00  0.1159171D-11  0.1000000D-29
 .2744522D+01  0.7556476D-09  0.1969546D-19  0.1000000D+01  0.6346997D-07  0.3860670D+00  0.6139147D+00  0.1153545D-11  0.1000000D-29
 .2722040D+01  0.7567408D-09  0.1937386D-19  0.1000000D+01  0.6192031D-07  0.3852217D+00  0.6147600D+00  0.1146081D-11  0.1000000D-29
 .2705297D+01  0.7575658D-09  0.1913608D-19  0.1000000D+01  0.6078280D-07  0.3845843D+00  0.6153974D+00  0.1140529D-11  0.1000000D-29
 .2688473D+01  0.7584041D-09  0.1889862D-19  0.1000000D+01  0.5965387D-07  0.3839369D+00  0.6160448D+00  0.1134977D-11  0.1000000D-29
 .2666221D+01  0.7595277D-09  0.1858684D-19  0.1000000D+01  0.5818236D-07  0.3830697D+00  0.6169120D+00  0.1127663D-11  0.1000000D-29
 .2649466D+01  0.7603850D-09  0.1835378D-19  0.1000000D+01  0.5709042D-07  0.3824085D+00  0.6175732D+00  0.1122195D-11  0.1000000D-29
 .2627289D+01  0.7615349D-09  0.1804755D-19  0.1000000D+01  0.5566623D-07  0.3815220D+00  0.6184597D+00  0.1114967D-11  0.1000000D-29
 .2610671D+01  0.7624082D-09  0.1781978D-19  0.1000000D+01  0.5461471D-07  0.3808493D+00  0.6191324D+00  0.1109577D-11  0.1000000D-29
 .2588479D+01  0.7635900D-09  0.1751786D-19  0.1000000D+01  0.5323125D-07  0.3799395D+00  0.6200422D+00  0.1102423D-11  0.1000000D-29
 .2571789D+01  0.7644908D-09  0.1729248D-19  0.1000000D+01  0.5220628D-07  0.3792464D+00  0.6207353D+00  0.1097071D-11  0.1000000D-29
 .2555236D+01  0.7653948D-09  0.1707039D-19  0.1000000D+01  0.5120279D-07  0.3785513D+00  0.6214304D+00  0.1091769D-11  0.1000000D-29
 .2538564D+01  0.7663158D-09  0.1684817D-19  0.1000000D+01  0.5020520D-07  0.3778435D+00  0.6221382D+00  0.1086469D-11  0.1000000D-29
 .2516544D+01  0.7675493D-09  0.1655688D-19  0.1000000D+01  0.4890756D-07  0.3768962D+00  0.6230854D+00  0.1079484D-11  0.1000000D-29
 .2499928D+01  0.7684928D-09  0.1633876D-19  0.1000000D+01  0.4794330D-07  0.3761722D+00  0.6238095D+00  0.1074252D-11  0.1000000D-29
 .2483393D+01  0.7694430D-09  0.1612312D-19  0.1000000D+01  0.4699636D-07  0.3754434D+00  0.6245383D+00  0.1069063D-11  0.1000000D-29
 .2461432D+01  0.7707225D-09  0.1583895D-19  0.1000000D+01  0.4575812D-07  0.3744626D+00  0.6255191D+00  0.1062204D-11  0.1000000D-29
 .2444944D+01  0.7716966D-09  0.1562726D-19  0.1000000D+01  0.4484288D-07  0.3737165D+00  0.6262652D+00  0.1057083D-11  0.1000000D-29
 .2428467D+01  0.7726818D-09  0.1541712D-19  0.1000000D+01  0.4394049D-07  0.3729624D+00  0.6270193D+00  0.1051991D-11  0.1000000D-29
 .2412022D+01  0.7736769D-09  0.1520881D-19  0.1000000D+01  0.4305199D-07  0.3722011D+00  0.6277806D+00  0.1046930D-11  0.1000000D-29
 .2395597D+01  0.7746828D-09  0.1500217D-19  0.1000000D+01  0.4217665D-07  0.3714321D+00  0.6285496D+00  0.1041897D-11  0.1000000D-29
 .2379080D+01  0.7757066D-09  0.1479578D-19  0.1000000D+01  0.4130840D-07  0.3706498D+00  0.6293318D+00  0.1036870D-11  0.1000000D-29
 .2362659D+01  0.7767370D-09  0.1459202D-19  0.1000000D+01  0.4045709D-07  0.3698631D+00  0.6301186D+00  0.1031888D-11  0.1000000D-29
 .2340853D+01  0.7781250D-09  0.1432360D-19  0.1000000D+01  0.3934474D-07  0.3688040D+00  0.6311777D+00  0.1025314D-11  0.1000000D-29
 .2324446D+01  0.7791843D-09  0.1412330D-19  0.1000000D+01  0.3852144D-07  0.3679964D+00  0.6319853D+00  0.1020407D-11  0.1000000D-29
 .2308079D+01  0.7802540D-09  0.1392486D-19  0.1000000D+01  0.3771157D-07  0.3671813D+00  0.6328003D+00  0.1015519D-11  0.1000000D-29
 .2291742D+01  0.7813350D-09  0.1372821D-19  0.1000171D+01  0.3691463D-07  0.3663582D+00  0.6336234D+00  0.1010675D-11  0.1000000D-29
 .2275400D+01  0.7824299D-09  0.1353288D-19  0.1000155D+01  0.3612872D-07  0.3655252D+00  0.6344565D+00  0.1005862D-11  0.1000000D-29
 .2259073D+01  0.7835373D-09  0.1333913D-19  0.1000138D+01  0.3535477D-07  0.3646831D+00  0.6352985D+00  0.1001073D-11  0.1000000D-29
 .2242751D+01  0.7846583D-09  0.1314683D-19  0.1000121D+01  0.3459214D-07  0.3638314D+00  0.6361503D+00  0.9963105D-12  0.1000000D-29
 .2226409D+01  0.7857947D-09  0.1295570D-19  0.1000104D+01  0.3383967D-07  0.3629685D+00  0.6370132D+00  0.9915794D-12  0.1000000D-29
 .2210153D+01  0.7869395D-09  0.1276695D-19  0.1000086D+01  0.3310202D-07  0.3620999D+00  0.6378818D+00  0.9868940D-12  0.1000000D-29
 .2193962D+01  0.7880942D-09  0.1258033D-19  0.1000069D+01  0.3237804D-07  0.3612244D+00  0.6387573D+00  0.9822570D-12  0.1000000D-29
 .2183059D+01  0.7888798D-09  0.1245544D-19  0.1000056D+01  0.3189653D-07  0.3606292D+00  0.6393525D+00  0.9791596D-12  0.1000000D-29
 .2166846D+01  0.7900606D-09  0.1227086D-19  0.1000038D+01  0.3118932D-07  0.3597351D+00  0.6402466D+00  0.9745605D-12  0.1000000D-29
 .2150662D+01  0.7912540D-09  0.1208799D-19  0.1000019D+01  0.3049391D-07  0.3588321D+00  0.6411496D+00  0.9700016D-12  0.1000000D-29
 .2134281D+01  0.7924871D-09  0.1190429D-19  0.9999990D+00  0.2980060D-07  0.3578994D+00  0.6420825D+00  0.9654120D-12  0.1000000D-29
 .2113365D+01  0.7940751D-09  0.1167176D-19  0.9999732D+00  0.2893070D-07  0.3566988D+00  0.6432823D+00  0.9595534D-12  0.1000000D-29
 .2098832D+01  0.7951962D-09  0.1151156D-19  0.9999548D+00  0.2833637D-07  0.3558520D+00  0.6441286D+00  0.9555845D-12  0.1000000D-29
 .2090867D+01  0.7958307D-09  0.1142421D-19  0.9999446D+00  0.2801409D-07  0.3553725D+00  0.6446080D+00  0.9529242D-12  0.1000000D-29
 .2075369D+01  0.7970263D-09  0.1125523D-19  0.9999243D+00  0.2739405D-07  0.3544724D+00  0.6455084D+00  0.9496037D-12  0.1000000D-29
 .2058848D+01  0.7983393D-09  0.1107646D-19  0.9999021D+00  0.2674320D-07  0.3534824D+00  0.6464976D+00  0.9439836D-12  0.1000000D-29
 .2046590D+01  0.7993291D-09  0.1094476D-19  0.9998854D+00  0.2626704D-07  0.3527365D+00  0.6472429D+00  0.9411111D-12  0.1000000D-29
 .2031700D+01  0.8005371D-09  0.1078581D-19  0.9998646D+00  0.2569621D-07  0.3518275D+00  0.6481514D+00  0.9377069D-12  0.1000000D-29
 .2017252D+01  0.8017343D-09  0.1063271D-19  0.9998439D+00  0.2515031D-07  0.3509267D+00  0.6490518D+00  0.9333419D-12  0.1000000D-29
 .2001595D+01  0.8030412D-09  0.1046802D-19  0.9998211D+00  0.2456751D-07  0.3499456D+00  0.6500335D+00  0.9294236D-12  0.1000000D-29
 .1987020D+01  0.8042602D-09  0.1031587D-19  0.9997993D+00  0.2403315D-07  0.3490317D+00  0.6509476D+00  0.9256729D-12  0.1000000D-29
 .1972426D+01  0.8055149D-09  0.1016463D-19  0.9997770D+00  0.2350588D-07  0.3480900D+00  0.6518889D+00  0.9215439D-12  0.1000000D-29
 .1959378D+01  0.8066291D-09  0.1003035D-19  0.9997566D+00  0.2304103D-07  0.3472559D+00  0.6527228D+00  0.9187013D-12  0.1000000D-29
 .1944615D+01  0.8079057D-09  0.9879502D-20  0.9997331D+00  0.2252253D-07  0.3463013D+00  0.6536775D+00  0.9148151D-12  0.1000000D-29
 .1931855D+01  0.8090394D-09  0.9750028D-20  0.9997123D+00  0.2208064D-07  0.3454517D+00  0.6545259D+00  0.9113044D-12  0.1000000D-29
 .1916316D+01  0.8104054D-09  0.9593516D-20  0.9996864D+00  0.2155039D-07  0.3444332D+00  0.6555453D+00  0.9079065D-12  0.1000000D-29
 .1905070D+01  0.8114129D-09  0.9481032D-20  0.9996673D+00  0.2117197D-07  0.3436815D+00  0.6562968D+00  0.9048915D-12  0.1000000D-29
 .1891117D+01  0.8126953D-09  0.9342398D-20  0.9996431D+00  0.2070866D-07  0.3427249D+00  0.6572541D+00  0.9011219D-12  0.1000000D-29
 .1876573D+01  0.8140466D-09  0.9198969D-20  0.9996172D+00  0.2023294D-07  0.3417182D+00  0.6582617D+00  0.8976579D-12  0.1000000D-29
 .1863164D+01  0.8152830D-09  0.9067712D-20  0.9995929D+00  0.1980084D-07  0.3407982D+00  0.6591812D+00  0.8946585D-12  0.1000000D-29
 .1846728D+01  0.8168313D-09  0.8908106D-20  0.9995623D+00  0.1927963D-07  0.3396469D+00  0.6603324D+00  0.8906375D-12  0.1000000D-29
 .1836793D+01  0.8177921D-09  0.8812319D-20  0.9995434D+00  0.1896905D-07  0.3389328D+00  0.6610471D+00  0.8881267D-12  0.1000000D-29
 .1824512D+01  0.8189805D-09  0.8694621D-20  0.9995196D+00  0.1858975D-07  0.3380493D+00  0.6619297D+00  0.8852379D-12  0.1000000D-29
 .1809998D+01  0.8204002D-09  0.8556547D-20  0.9994909D+00  0.1814805D-07  0.3369965D+00  0.6629830D+00  0.8818555D-12  0.1000000D-29
 .1797860D+01  0.8215993D-09  0.8441916D-20  0.9994663D+00  0.1778405D-07  0.3361075D+00  0.6638716D+00  0.8790548D-12  0.1000000D-29
 .1784641D+01  0.8228992D-09  0.8317951D-20  0.9994390D+00  0.1739320D-07  0.3351457D+00  0.6648326D+00  0.8762768D-12  0.1000000D-29
 .1769187D+01  0.8244496D-09  0.8174194D-20  0.9994062D+00  0.1694358D-07  0.3340003D+00  0.6659784D+00  0.8727106D-12  0.1000000D-29
 .1759130D+01  0.8254623D-09  0.8081313D-20  0.9993845D+00  0.1665518D-07  0.3332531D+00  0.6667254D+00  0.8705561D-12  0.1000000D-29
 .1744031D+01  0.8269796D-09  0.7942850D-20  0.9993511D+00  0.1622832D-07  0.3321361D+00  0.6678424D+00  0.8676130D-12  0.1000000D-29
 .1732547D+01  0.8281817D-09  0.7838346D-20  0.9993251D+00  0.1590861D-07  0.3312504D+00  0.6687287D+00  0.8647806D-12  0.1000000D-29
 .1718742D+01  0.8296205D-09  0.7713619D-20  0.9992931D+00  0.1552982D-07  0.3301921D+00  0.6697869D+00  0.8618226D-12  0.1000000D-29
 .1708334D+01  0.8307186D-09  0.7620248D-20  0.9992685D+00  0.1524826D-07  0.3293853D+00  0.6705938D+00  0.8596496D-12  0.1000000D-29
 .1696275D+01  0.8320088D-09  0.7512777D-20  0.9992395D+00  0.1492632D-07  0.3284377D+00  0.6715413D+00  0.8570382D-12  0.1000000D-29
 .1681922D+01  0.8335516D-09  0.7385854D-20  0.9992041D+00  0.1454907D-07  0.3273066D+00  0.6726722D+00  0.8541972D-12  0.1000000D-29
 .1671740D+01  0.8346605D-09  0.7296461D-20  0.9991784D+00  0.1428531D-07  0.3264946D+00  0.6734843D+00  0.8521270D-12  0.1000000D-29
 .1662165D+01  0.8357202D-09  0.7212900D-20  0.9991538D+00  0.1404021D-07  0.3257182D+00  0.6742603D+00  0.8501257D-12  0.1000000D-29
 .1648693D+01  0.8372204D-09  0.7096139D-20  0.9991185D+00  0.1370012D-07  0.3246217D+00  0.6753570D+00  0.8475102D-12  0.1000000D-29
 .1635312D+01  0.8387071D-09  0.6981105D-20  0.9990826D+00  0.1336779D-07  0.3235377D+00  0.6764410D+00  0.8451788D-12  0.1000000D-29
 .1624912D+01  0.8398699D-09  0.6892343D-20  0.9990540D+00  0.1311323D-07  0.3226913D+00  0.6772874D+00  0.8433370D-12  0.1000000D-29
 .1614643D+01  0.8410304D-09  0.6805258D-20  0.9990253D+00  0.1286507D-07  0.3218473D+00  0.6781314D+00  0.8413934D-12  0.1000000D-29
 .1599481D+01  0.8427637D-09  0.6677683D-20  0.9989818D+00  0.1250439D-07  0.3205885D+00  0.6793902D+00  0.8386050D-12  0.1000000D-29
 .1589531D+01  0.8439152D-09  0.6594609D-20  0.9989527D+00  0.1227138D-07  0.3197531D+00  0.6802256D+00  0.8368039D-12  0.1000000D-29
 .1579703D+01  0.8450635D-09  0.6513071D-20  0.9989233D+00  0.1204410D-07  0.3189211D+00  0.6810577D+00  0.8350515D-12  0.1000000D-29
 .1565187D+01  0.8467795D-09  0.6393561D-20  0.9988789D+00  0.1171354D-07  0.3176792D+00  0.6822996D+00  0.8325144D-12  0.1000000D-29
 .1555657D+01  0.8479191D-09  0.6315700D-20  0.9988491D+00  0.1149985D-07  0.3168556D+00  0.6831232D+00  0.8308833D-12  0.1000000D-29
 .1546242D+01  0.8490548D-09  0.6239248D-20  0.9988191D+00  0.1129129D-07  0.3160356D+00  0.6839432D+00  0.8292995D-12  0.1000000D-29
 .1532332D+01  0.8507512D-09  0.6127137D-20  0.9987737D+00  0.1098779D-07  0.3148118D+00  0.6851662D+00  0.8270096D-12  0.1000000D-29
 .1523197D+01  0.8518775D-09  0.6054061D-20  0.9987433D+00  0.1079145D-07  0.3140021D+00  0.6859771D+00  0.8255432D-12  0.1000000D-29
 .1509697D+01  0.8535591D-09  0.5946866D-20  0.9986973D+00  0.1050558D-07  0.3127929D+00  0.6871861D+00  0.8234254D-12  0.1000000D-29
 .1500829D+01  0.8546756D-09  0.5876970D-20  0.9986664D+00  0.1032056D-07  0.3119918D+00  0.6879878D+00  0.8220694D-12  0.1000000D-29
 .1492064D+01  0.8557873D-09  0.5808295D-20  0.9986353D+00  0.1013985D-07  0.3111945D+00  0.6887849D+00  0.8207564D-12  0.1000000D-29
 .1479108D+01  0.8574472D-09  0.5707510D-20  0.9985883D+00  0.9876586D-08  0.3100060D+00  0.6899735D+00  0.8188673D-12  0.1000000D-29
 .1470594D+01  0.8585485D-09  0.5641765D-20  0.9985568D+00  0.9706098D-08  0.3092186D+00  0.6907608D+00  0.8176608D-12  0.1000000D-29
 .1458006D+01  0.8601925D-09  0.5545248D-20  0.9985092D+00  0.9457617D-08  0.3080451D+00  0.6919344D+00  0.8159290D-12  0.1000000D-29
 .1449733D+01  0.8612831D-09  0.5482268D-20  0.9984772D+00  0.9296638D-08  0.3072677D+00  0.6927117D+00  0.8148256D-12  0.1000000D-29
 .1437499D+01  0.8629109D-09  0.5389782D-20  0.9984289D+00  0.9061922D-08  0.3061093D+00  0.6938702D+00  0.8132459D-12  0.1000000D-29
 .1429456D+01  0.8639906D-09  0.5329414D-20  0.9983965D+00  0.8909800D-08  0.3053421D+00  0.6946374D+00  0.8122423D-12  0.1000000D-29
 .1417560D+01  0.8656021D-09  0.5240738D-20  0.9983475D+00  0.8687909D-08  0.3041989D+00  0.6957805D+00  0.8108101D-12  0.1000000D-29
 .1405860D+01  0.8672038D-09  0.5154248D-20  0.9982981D+00  0.8473295D-08  0.3030649D+00  0.6969145D+00  0.8094641D-12  0.1000000D-29
 .1398167D+01  0.8682661D-09  0.5097767D-20  0.9982650D+00  0.8334114D-08  0.3023140D+00  0.6976654D+00  0.8086140D-12  0.1000000D-29
 .1386783D+01  0.8698513D-09  0.5014763D-20  0.9982149D+00  0.8130977D-08  0.3011954D+00  0.6987841D+00  0.8074085D-12  0.1000000D-29
 .1375584D+01  0.8714267D-09  0.4933762D-20  0.9981645D+00  0.7934360D-08  0.3000858D+00  0.6998936D+00  0.8062853D-12  0.1000000D-29
 .1368217D+01  0.8724715D-09  0.4880841D-20  0.9981307D+00  0.7806775D-08  0.2993513D+00  0.7006282D+00  0.8055815D-12  0.1000000D-29
 .1357315D+01  0.8740305D-09  0.4803036D-20  0.9980795D+00  0.7620453D-08  0.2982571D+00  0.7017224D+00  0.8045923D-12  0.1000000D-29
 .1346584D+01  0.8755798D-09  0.4727067D-20  0.9980280D+00  0.7439986D-08  0.2971720D+00  0.7028075D+00  0.8036819D-12  0.1000000D-29
 .1339524D+01  0.8766071D-09  0.4677414D-20  0.9979935D+00  0.7322815D-08  0.2964537D+00  0.7035258D+00  0.8031180D-12  0.1000000D-29
 .1329072D+01  0.8781401D-09  0.4604381D-20  0.9979413D+00  0.7151606D-08  0.2953838D+00  0.7045957D+00  0.8023358D-12  0.1000000D-29
 .1318782D+01  0.8796632D-09  0.4533038D-20  0.9978887D+00  0.6985667D-08  0.2943229D+00  0.7056565D+00  0.8016291D-12  0.1000000D-29
 .1308650D+01  0.8811768D-09  0.4463332D-20  0.9978358D+00  0.6824797D-08  0.2932712D+00  0.7067083D+00  0.8009966D-12  0.1000000D-29
 .1301982D+01  0.8821804D-09  0.4417747D-20  0.9978002D+00  0.6720272D-08  0.2925750D+00  0.7074045D+00  0.8006157D-12  0.1000000D-29
 .1292105D+01  0.8836780D-09  0.4350660D-20  0.9977466D+00  0.6567429D-08  0.2915381D+00  0.7084413D+00  0.8001045D-12  0.1000000D-29
 .1282377D+01  0.8851659D-09  0.4285083D-20  0.9976926D+00  0.6419163D-08  0.2905102D+00  0.7094692D+00  0.7996647D-12  0.1000000D-29
 .1272795D+01  0.8866443D-09  0.4220969D-20  0.9976381D+00  0.6275304D-08  0.2894912D+00  0.7104882D+00  0.7992952D-12  0.1000000D-29
 .1263354D+01  0.8881134D-09  0.4158276D-20  0.9975833D+00  0.6135689D-08  0.2884810D+00  0.7114983D+00  0.7989953D-12  0.1000000D-29
 .1254053D+01  0.8895730D-09  0.4096963D-20  0.9975281D+00  0.6000163D-08  0.2874796D+00  0.7124997D+00  0.7987640D-12  0.1000000D-29
 .1244888D+01  0.8910233D-09  0.4036988D-20  0.9974725D+00  0.5868578D-08  0.2864869D+00  0.7134924D+00  0.7986002D-12  0.1000000D-29
 .1235856D+01  0.8924643D-09  0.3978313D-20  0.9974165D+00  0.5740792D-08  0.2855029D+00  0.7144763D+00  0.7985031D-12  0.1000000D-29
 .1226953D+01  0.8938962D-09  0.3920902D-20  0.9973601D+00  0.5616669D-08  0.2845275D+00  0.7154517D+00  0.7984721D-12  0.1000000D-29
 .1218179D+01  0.8953190D-09  0.3864717D-20  0.9973033D+00  0.5496078D-08  0.2835607D+00  0.7164185D+00  0.7985063D-12  0.1000000D-29
 .1209528D+01  0.8967327D-09  0.3809724D-20  0.9972461D+00  0.5378896D-08  0.2826025D+00  0.7173767D+00  0.7986050D-12  0.1000000D-29
 .1201000D+01  0.8981374D-09  0.3755891D-20  0.9971885D+00  0.5265002D-08  0.2816526D+00  0.7183265D+00  0.7987675D-12  0.1000000D-29
 .1192591D+01  0.8995332D-09  0.3703183D-20  0.9971305D+00  0.5154282D-08  0.2807113D+00  0.7192680D+00  0.7989930D-12  0.1000000D-29
 .1184299D+01  0.9009202D-09  0.3651571D-20  0.9970722D+00  0.5046627D-08  0.2797782D+00  0.7202011D+00  0.7992809D-12  0.1000000D-29
 .1176122D+01  0.9022984D-09  0.3601024D-20  0.9970134D+00  0.4941931D-08  0.2788534D+00  0.7211258D+00  0.7996305D-12  0.1000000D-29
 .1168057D+01  0.9036680D-09  0.3551512D-20  0.9969542D+00  0.4840094D-08  0.2779369D+00  0.7220424D+00  0.8000411D-12  0.1000000D-29
 .1160101D+01  0.9050289D-09  0.3503009D-20  0.9968947D+00  0.4741018D-08  0.2770284D+00  0.7229508D+00  0.8005123D-12  0.1000000D-29
 .1152254D+01  0.9063812D-09  0.3455486D-20  0.9968348D+00  0.4644612D-08  0.2761281D+00  0.7238512D+00  0.8010435D-12  0.1000000D-29
 .1141954D+01  0.9081712D-09  0.3393602D-20  0.9967542D+00  0.4520068D-08  0.2749402D+00  0.7250391D+00  0.8018439D-12  0.1000000D-29
 .1134349D+01  0.9095039D-09  0.3348267D-20  0.9966934D+00  0.4429548D-08  0.2740585D+00  0.7259207D+00  0.8025128D-12  0.1000000D-29
 .1126844D+01  0.9108283D-09  0.3303828D-20  0.9966322D+00  0.4341414D-08  0.2731847D+00  0.7267945D+00  0.8032399D-12  0.1000000D-29
 .1119439D+01  0.9121448D-09  0.3260262D-20  0.9965705D+00  0.4255586D-08  0.2723193D+00  0.7276606D+00  0.8040263D-12  0.1000000D-29
 .1109714D+01  0.9138853D-09  0.3203493D-20  0.9964878D+00  0.4144611D-08  0.2711751D+00  0.7288017D+00  0.8051573D-12  0.1000000D-29
 .1102532D+01  0.9151838D-09  0.3161877D-20  0.9964252D+00  0.4063881D-08  0.2703280D+00  0.7296505D+00  0.8060773D-12  0.1000000D-29
 .1095441D+01  0.9164731D-09  0.3121061D-20  0.9963623D+00  0.3985220D-08  0.2694876D+00  0.7304907D+00  0.8070520D-12  0.1000000D-29
 .1086128D+01  0.9181802D-09  0.3067849D-20  0.9962778D+00  0.3883443D-08  0.2683790D+00  0.7315995D+00  0.8084387D-12  0.1000000D-29
 .1079246D+01  0.9194514D-09  0.3028821D-20  0.9962140D+00  0.3809358D-08  0.2675562D+00  0.7324222D+00  0.8095434D-12  0.1000000D-29
 .1072451D+01  0.9207149D-09  0.2990528D-20  0.9961498D+00  0.3737132D-08  0.2667407D+00  0.7332376D+00  0.8107032D-12  0.1000000D-29
 .1063522D+01  0.9223878D-09  0.2940582D-20  0.9960636D+00  0.3643622D-08  0.2656649D+00  0.7343134D+00  0.8123350D-12  0.1000000D-29
 .1056923D+01  0.9236337D-09  0.2903933D-20  0.9959985D+00  0.3575513D-08  0.2648666D+00  0.7351117D+00  0.8136225D-12  0.1000000D-29
 .1048251D+01  0.9252834D-09  0.2856116D-20  0.9959111D+00  0.3487295D-08  0.2638133D+00  0.7361650D+00  0.8154235D-12  0.1000000D-29
 .1041839D+01  0.9265121D-09  0.2821018D-20  0.9958451D+00  0.3423013D-08  0.2630316D+00  0.7369467D+00  0.8168371D-12  0.1475391D-27
 .1033411D+01  0.9281391D-09  0.2775210D-20  0.9957565D+00  0.3339720D-08  0.2620003D+00  0.7379780D+00  0.8188053D-12  0.1889674D-27
 .1027179D+01  0.9293511D-09  0.2741576D-20  0.9956896D+00  0.3279001D-08  0.2612350D+00  0.7387433D+00  0.8203437D-12  0.1917164D-27
 .1018986D+01  0.9309568D-09  0.2697667D-20  0.9955998D+00  0.3200293D-08  0.2602252D+00  0.7397536D+00  0.8224780D-12  0.2361259D-27
 .1012926D+01  0.9321522D-09  0.2665418D-20  0.9955320D+00  0.3142894D-08  0.2594759D+00  0.7405028D+00  0.8241399D-12  0.2731707D-27
 .1004958D+01  0.9337355D-09  0.2623303D-20  0.9954410D+00  0.3068461D-08  0.2584873D+00  0.7414913D+00  0.8264377D-12  0.3258636D-27
 .9971142D+00  0.9353070D-09  0.2582171D-20  0.9953493D+00  0.2996340D-08  0.2575105D+00  0.7424680D+00  0.8288289D-12  0.3902675D-27
 .9913112D+00  0.9364778D-09  0.2551948D-20  0.9952801D+00  0.2943714D-08  0.2567856D+00  0.7431929D+00  0.8306833D-12  0.4468729D-27
 .9836780D+00  0.9380286D-09  0.2512461D-20  0.9951872D+00  0.2875429D-08  0.2558293D+00  0.7441493D+00  0.8332370D-12  0.5360745D-27
 .9761615D+00  0.9395680D-09  0.2473877D-20  0.9950937D+00  0.2809223D-08  0.2548844D+00  0.7450942D+00  0.8358831D-12  0.6422513D-27
 .9687591D+00  0.9410959D-09  0.2436166D-20  0.9949995D+00  0.2745016D-08  0.2539502D+00  0.7460278D+00  0.8386198D-12  0.7708892D-27
 .9632805D+00  0.9422345D-09  0.2408441D-20  0.9949284D+00  0.2698127D-08  0.2532586D+00  0.7467206D+00  0.8407361D-12  0.8811668D-27
 .9560713D+00  0.9437430D-09  0.2372197D-20  0.9948330D+00  0.2637242D-08  0.2523441D+00  0.7476347D+00  0.8436353D-12  0.1058163D-26
 .9489693D+00  0.9452405D-09  0.2336758D-20  0.9947369D+00  0.2578158D-08  0.2514413D+00  0.7485377D+00  0.8466269D-12  0.1269166D-26
 .9419720D+00  0.9467274D-09  0.2302100D-20  0.9946402D+00  0.2520810D-08  0.2505489D+00  0.7494301D+00  0.8497095D-12  0.1523251D-26
 .9350771D+00  0.9482037D-09  0.2268200D-20  0.9945428D+00  0.2465134D-08  0.2496672D+00  0.7503118D+00  0.8528836D-12  0.1828805D-26
 .9282825D+00  0.9496698D-09  0.2235036D-20  0.9944447D+00  0.2411071D-08  0.2487961D+00  0.7511829D+00  0.8561493D-12  0.2196050D-26
 .9215859D+00  0.9511252D-09  0.2202587D-20  0.9943460D+00  0.2358563D-08  0.2479354D+00  0.7520434D+00  0.8595063D-12  0.2634978D-26
 .9149852D+00  0.9525726D-09  0.2170832D-20  0.9942466D+00  0.2307553D-08  0.2470853D+00  0.7528951D+00  0.8629577D-12  0.3168003D-26
 .9084784D+00  0.9540083D-09  0.2139752D-20  0.9941465D+00  0.2257989D-08  0.2462448D+00  0.7537353D+00  0.8664975D-12  0.3808857D-26
 .9020634D+00  0.9554345D-09  0.2109328D-20  0.9940458D+00  0.2209821D-08  0.2454144D+00  0.7545656D+00  0.8701296D-12  0.4577981D-26
 .8957385D+00  0.9568512D-09  0.2079541D-20  0.9939444D+00  0.2163000D-08  0.2445940D+00  0.7553861D+00  0.8738536D-12  0.5504311D-26
 .8895016D+00  0.9582585D-09  0.2050375D-20  0.9938423D+00  0.2117478D-08  0.2437833D+00  0.7561968D+00  0.8776697D-12  0.6620409D-26
 .8833509D+00  0.9596565D-09  0.2021811D-20  0.9937396D+00  0.2073212D-08  0.2429823D+00  0.7569978D+00  0.8815779D-12  0.7963769D-26
 .8772848D+00  0.9610458D-09  0.1993833D-20  0.9936362D+00  0.2030159D-08  0.2421903D+00  0.7577896D+00  0.8855777D-12  0.9590048D-26
 .8698183D+00  0.9627691D-09  0.1959662D-20  0.9935060D+00  0.1977984D-08  0.2412147D+00  0.7587655D+00  0.8907102D-12  0.1207896D-25
 .8639359D+00  0.9641381D-09  0.1932946D-20  0.9934011D+00  0.1937511D-08  0.2404440D+00  0.7595361D+00  0.8949193D-12  0.1454291D-25
 .8581326D+00  0.9654988D-09  0.1906766D-20  0.9932956D+00  0.1898122D-08  0.2396825D+00  0.7602976D+00  0.8992217D-12  0.1751057D-25
 .8524067D+00  0.9668510D-09  0.1881109D-20  0.9931894D+00  0.1859783D-08  0.2389300D+00  0.7610502D+00  0.9036177D-12  0.2109135D-25
 .8453560D+00  0.9685297D-09  0.1849750D-20  0.9930557D+00  0.1813280D-08  0.2380017D+00  0.7619784D+00  0.9092447D-12  0.2662047D-25
 .8397988D+00  0.9698631D-09  0.1825218D-20  0.9929480D+00  0.1777175D-08  0.2372691D+00  0.7627108D+00  0.9138523D-12  0.3209082D-25
